name,njss_count,top_url,domain,platform_n,bid_url,sample_url,fetched_at,prefecture,category,is_new
松山市役所,16640,,,0,,https://www2.njss.info/organizations/proc/1742,2026-08-02,愛媛県,地方公共団体,0
日本政策金融公庫(JFC),16632,,,0,,https://www2.njss.info/organizations/proc/439,2026-08-02,東京都,国・省庁,0
中野区役所,16581,,,0,,https://www2.njss.info/organizations/proc/1817,2026-08-02,東京都,地方公共団体,0
松戸市役所,16515,,,0,,https://www2.njss.info/organizations/proc/4565,2026-08-02,千葉県,地方公共団体,0
徳島市役所,16487,,,0,,https://www2.njss.info/organizations/proc/4571,2026-08-02,徳島県,地方公共団体,0
川越市役所,16475,,,0,,https://www2.njss.info/organizations/proc/1721,2026-08-02,埼玉県,地方公共団体,0
中日本高速道路株式会社(NEXCO),16453,,,0,,https://www2.njss.info/organizations/proc/544,2026-08-02,愛知県,国・省庁,0
平塚市役所,16434,,,0,,https://www2.njss.info/organizations/proc/1663,2026-08-02,神奈川県,地方公共団体,0
市原市役所,16363,,,0,,https://www2.njss.info/organizations/proc/4566,2026-08-02,千葉県,地方公共団体,0
国土交通省(MLIT) 北海道開発局 帯広開発建設部,16335,,,0,,https://www2.njss.info/organizations/proc/520,2026-08-02,北海道,国・省庁,0
久留米市役所,16304,,,0,,https://www2.njss.info/organizations/proc/1743,2026-08-02,福岡県,地方公共団体,0
兵庫県警察本部,16292,,,0,,https://www2.njss.info/organizations/proc/321,2026-08-02,兵庫県,地方公共団体,0
江戸川区役所,16250,,,0,,https://www2.njss.info/organizations/proc/1852,2026-08-02,東京都,地方公共団体,0
防衛省(MOD),16225,,,0,,https://www2.njss.info/organizations/proc/1095,2026-08-02,東京都,国・省庁,0
高崎市役所,16143,,,0,,https://www2.njss.info/organizations/proc/1749,2026-08-02,群馬県,地方公共団体,0
西日本高速道路株式会社(NEXCO),15958,,,0,,https://www2.njss.info/organizations/proc/1107,2026-08-02,大阪府,国・省庁,0
財務省(MOF) 国税庁(NTA) 東京国税局,15911,,,0,,https://www2.njss.info/organizations/proc/436,2026-08-02,東京都,国・省庁,0
大館市役所,15795,,,0,,https://www2.njss.info/organizations/proc/4953,2026-08-02,秋田県,地方公共団体,0
東京二十三区清掃一部事務組合,15619,,,0,,https://www2.njss.info/organizations/proc/5241,2026-08-02,東京都,地方公共団体,0
弘前市役所,15530,,,0,,https://www2.njss.info/organizations/proc/4709,2026-08-02,青森県,地方公共団体,0
丸亀市役所,15511,,,0,,https://www2.njss.info/organizations/proc/4751,2026-08-02,香川県,地方公共団体,0
国土交通省(MLIT) 北海道開発局 網走開発建設部,15491,,,0,,https://www2.njss.info/organizations/proc/519,2026-08-02,北海道,国・省庁,0
新エネルギー・産業技術総合開発機構(NEDO),15462,,,0,,https://www2.njss.info/organizations/proc/725,2026-08-02,神奈川県,国・省庁,0
尾道市役所,15318,,,0,,https://www2.njss.info/organizations/proc/4680,2026-08-02,広島県,地方公共団体,0
東北大学,15309,,,0,,https://www2.njss.info/organizations/proc/4766,2026-08-02,宮城県,国・省庁,0
習志野市役所,15288,,,0,,https://www2.njss.info/organizations/proc/4652,2026-08-02,千葉県,地方公共団体,0
最高裁判所 東京高等裁判所 東京地方裁判所,15285,,,0,,https://www2.njss.info/organizations/proc/3926,2026-08-02,東京都,国・省庁,0
鳥取市役所,15262,,,0,,https://www2.njss.info/organizations/proc/1771,2026-08-02,鳥取県,地方公共団体,0
農林水産省(MAFF) 林野庁(FA) 四国森林管理局,15235,,,0,,https://www2.njss.info/organizations/proc/273,2026-08-02,高知県,国・省庁,0
吹田市役所,15223,,,0,,https://www2.njss.info/organizations/proc/1788,2026-08-02,大阪府,地方公共団体,0
八戸市役所,15220,,,0,,https://www2.njss.info/organizations/proc/1778,2026-08-02,青森県,地方公共団体,0
防衛省(MOD) 海上自衛隊 大湊地区隊,15116,,,0,,https://www2.njss.info/organizations/proc/60,2026-08-02,青森県,国・省庁,0
伊勢崎市役所,15062,,,0,,https://www2.njss.info/organizations/proc/1750,2026-08-02,群馬県,地方公共団体,0
荒川区役所,15028,,,0,,https://www2.njss.info/organizations/proc/1821,2026-08-02,東京都,地方公共団体,0
つくば市役所,14925,,,0,,https://www2.njss.info/organizations/proc/1748,2026-08-02,茨城県,地方公共団体,0
高齢・障害・求職者雇用支援機構,14908,,,0,,https://www2.njss.info/organizations/proc/606,2026-08-02,千葉県,国・省庁,0
越谷市役所,14867,,,0,,https://www2.njss.info/organizations/proc/1783,2026-08-02,埼玉県,地方公共団体,0
国土交通省(MLIT) 北海道開発局,14812,,,0,,https://www2.njss.info/organizations/proc/4584,2026-08-02,北海道,国・省庁,0
愛知県警察本部,14795,,,0,,https://www2.njss.info/organizations/proc/330,2026-08-02,愛知県,地方公共団体,0
津市役所,14741,,,0,,https://www2.njss.info/organizations/proc/4570,2026-08-02,三重県,地方公共団体,0
出雲市役所,14723,,,0,,https://www2.njss.info/organizations/proc/4745,2026-08-02,島根県,地方公共団体,0
和歌山市役所,14714,,,0,,https://www2.njss.info/organizations/proc/1737,2026-08-02,和歌山県,地方公共団体,0
天草市役所,14683,,,0,,https://www2.njss.info/organizations/proc/5032,2026-08-02,熊本県,地方公共団体,0
小樽市役所,14634,,,0,,https://www2.njss.info/organizations/proc/4687,2026-08-02,北海道,地方公共団体,0
海老名市役所,14608,,,0,,https://www2.njss.info/organizations/proc/4647,2026-08-02,神奈川県,地方公共団体,0
最高裁判所 東京高等裁判所 横浜地方裁判所,14549,,,0,,https://www2.njss.info/organizations/proc/3930,2026-08-02,神奈川県,国・省庁,0
財務省(MOF) 関東財務局,14511,,,0,,https://www2.njss.info/organizations/proc/416,2026-08-02,埼玉県,国・省庁,0
都市再生機構(UR) 東日本賃貸住宅本部,14472,,,0,,https://www2.njss.info/organizations/proc/4517,2026-08-02,東京都,国・省庁,0
今治市役所,14446,,,0,,https://www2.njss.info/organizations/proc/4752,2026-08-02,愛媛県,地方公共団体,0
広島市立病院機構,14439,,,0,,https://www2.njss.info/organizations/proc/4356,2026-08-02,広島県,地方公共団体,0
山口市役所,14346,,,0,,https://www2.njss.info/organizations/proc/4746,2026-08-02,山口県,地方公共団体,0
八王子市役所,14334,,,0,,https://www2.njss.info/organizations/proc/4325,2026-08-02,東京都,地方公共団体,0
最高裁判所 大阪高等裁判所 神戸地方裁判所,14267,,,0,,https://www2.njss.info/organizations/proc/3943,2026-08-02,兵庫県,国・省庁,0
大崎市役所,14224,,,0,,https://www2.njss.info/organizations/proc/4599,2026-08-02,宮城県,地方公共団体,0
町田市役所,14185,,,0,,https://www2.njss.info/organizations/proc/4332,2026-08-02,東京都,地方公共団体,0
東京都住宅供給公社,14184,,,0,,https://www2.njss.info/organizations/proc/4645,2026-08-02,東京都,地方公共団体,0
加古川市役所,14180,,,0,,https://www2.njss.info/organizations/proc/1769,2026-08-02,兵庫県,地方公共団体,0
豊中市役所,14044,,,0,,https://www2.njss.info/organizations/proc/1764,2026-08-02,大阪府,地方公共団体,0
宝塚市役所,14017,,,0,,https://www2.njss.info/organizations/proc/1770,2026-08-02,兵庫県,地方公共団体,0
筑波大学,13963,,,0,,https://www2.njss.info/organizations/proc/256,2026-08-02,茨城県,国・省庁,0
目黒区役所,13803,,,0,,https://www2.njss.info/organizations/proc/1803,2026-08-02,東京都,地方公共団体,0
都市再生機構(UR) 西日本支社,13759,,,0,,https://www2.njss.info/organizations/proc/5055,2026-08-02,大阪府,国・省庁,0
稲沢市役所,13744,,,0,,https://www2.njss.info/organizations/proc/4628,2026-08-02,愛知県,地方公共団体,0
国立印刷局,13739,,,0,,https://www2.njss.info/organizations/proc/400,2026-08-02,東京都,国・省庁,0
墨田区役所,13694,,,0,,https://www2.njss.info/organizations/proc/1800,2026-08-02,東京都,地方公共団体,0
流山市役所,13646,,,0,,https://www2.njss.info/organizations/proc/4653,2026-08-02,千葉県,地方公共団体,0
奈良市役所,13632,,,0,,https://www2.njss.info/organizations/proc/1736,2026-08-02,奈良県,地方公共団体,0
新宿区役所,13506,,,0,,https://www2.njss.info/organizations/proc/1794,2026-08-02,東京都,地方公共団体,0
最高裁判所 東京高等裁判所 千葉地方裁判所,13478,,,0,,https://www2.njss.info/organizations/proc/3932,2026-08-02,千葉県,国・省庁,0
立川市役所,13450,,,0,,https://www2.njss.info/organizations/proc/4326,2026-08-02,東京都,地方公共団体,0
防衛省(MOD) 海上自衛隊 下総航空基地隊,13420,,,0,,https://www2.njss.info/organizations/proc/87,2026-08-02,千葉県,国・省庁,0
北海道大学,13375,,,0,,https://www2.njss.info/organizations/proc/250,2026-08-02,北海道,国・省庁,0
いわき市役所,13353,,,0,,https://www2.njss.info/organizations/proc/1719,2026-08-02,福島県,地方公共団体,0
福島県庁 土木部 事務所,13320,,,0,,https://www2.njss.info/organizations/proc/7663,2026-08-02,福島県,地方公共団体,0
西宮市役所,13139,,,0,,https://www2.njss.info/organizations/proc/1774,2026-08-02,兵庫県,地方公共団体,0
真庭市役所,13069,,,0,,https://www2.njss.info/organizations/proc/4791,2026-08-02,岡山県,地方公共団体,0
府中市役所,13058,,,0,,https://www2.njss.info/organizations/proc/4329,2026-08-02,東京都,地方公共団体,0
国土交通省(MLIT) 国土地理院,13056,,,0,,https://www2.njss.info/organizations/proc/547,2026-08-02,茨城県,国・省庁,0
伊賀市役所,13025,,,0,,https://www2.njss.info/organizations/proc/4894,2026-08-02,三重県,地方公共団体,0
最高裁判所 東京高等裁判所 さいたま地方裁判所,13001,,,0,,https://www2.njss.info/organizations/proc/3931,2026-08-02,埼玉県,国・省庁,0
国土交通省(MLIT) 北海道開発局 釧路開発建設部,12916,,,0,,https://www2.njss.info/organizations/proc/4591,2026-08-02,北海道,国・省庁,0
沼津市役所,12912,,,0,,https://www2.njss.info/organizations/proc/1759,2026-08-02,静岡県,地方公共団体,0
国立がん研究センター,12863,,,0,,https://www2.njss.info/organizations/proc/689,2026-08-02,東京都,国・省庁,0
品川区役所,12859,,,0,,https://www2.njss.info/organizations/proc/1802,2026-08-02,東京都,地方公共団体,0
高山市役所,12855,,,0,,https://www2.njss.info/organizations/proc/4886,2026-08-02,岐阜県,地方公共団体,0
東京大学,12740,,,0,,https://www2.njss.info/organizations/proc/4423,2026-08-02,東京都,国・省庁,0
佐野市役所,12739,,,0,,https://www2.njss.info/organizations/proc/4705,2026-08-02,栃木県,地方公共団体,0
秦野市役所,12725,,,0,,https://www2.njss.info/organizations/proc/4597,2026-08-02,神奈川県,地方公共団体,1
防衛省(MOD) 防衛大学校,12698,,,0,,https://www2.njss.info/organizations/proc/48,2026-08-02,神奈川県,国・省庁,0
鎌倉市役所,12654,,,0,,https://www2.njss.info/organizations/proc/1671,2026-08-02,神奈川県,地方公共団体,0
エネルギー・金属鉱物資源機構(JOGMEC),12642,,,0,,https://www2.njss.info/organizations/proc/724,2026-08-02,東京都,国・省庁,0
防衛省(MOD) 陸上自衛隊 中央会計隊,12544,,,0,,https://www2.njss.info/organizations/proc/16,2026-08-02,東京都,国・省庁,0
国土交通省(MLIT) 北海道開発局 函館開発建設部,12526,,,0,,https://www2.njss.info/organizations/proc/4587,2026-08-02,北海道,国・省庁,0
最高裁判所 名古屋高等裁判所 名古屋地方裁判所,12452,,,0,,https://www2.njss.info/organizations/proc/3948,2026-08-02,愛知県,国・省庁,0
北海道庁 教育委員会,12428,,,0,,https://www2.njss.info/organizations/proc/7421,2026-08-02,北海道,地方公共団体,0
防衛省(MOD) 陸上自衛隊 富士学校,12385,,,0,,https://www2.njss.info/organizations/proc/21,2026-08-02,静岡県,国・省庁,0
大阪市役所 福祉局,12294,,,0,,https://www2.njss.info/organizations/proc/1815,2026-08-02,大阪府,地方公共団体,0
八代市役所,12283,,,0,,https://www2.njss.info/organizations/proc/4757,2026-08-02,熊本県,地方公共団体,0
鈴鹿市役所,12264,,,0,,https://www2.njss.info/organizations/proc/4728,2026-08-02,三重県,地方公共団体,0
栗原市役所,12251,,,0,,https://www2.njss.info/organizations/proc/4631,2026-08-02,宮城県,地方公共団体,0
宇治市役所,12248,,,0,,https://www2.njss.info/organizations/proc/4732,2026-08-02,京都府,地方公共団体,0
二本松市役所,12241,,,0,,https://www2.njss.info/organizations/proc/4967,2026-08-02,福島県,地方公共団体,0
能代市役所,12207,,,0,,https://www2.njss.info/organizations/proc/4954,2026-08-02,秋田県,地方公共団体,0
大阪広域水道企業団,12125,,,0,,https://www2.njss.info/organizations/proc/4610,2026-08-02,大阪府,地方公共団体,0
最高裁判所 福岡高等裁判所 福岡地方裁判所,12070,,,0,,https://www2.njss.info/organizations/proc/3960,2026-08-02,福岡県,国・省庁,0
文京区役所,12036,,,0,,https://www2.njss.info/organizations/proc/1798,2026-08-02,東京都,地方公共団体,0
高岡市役所,12023,,,0,,https://www2.njss.info/organizations/proc/4722,2026-08-02,富山県,地方公共団体,0
多治見市役所,12008,,,0,,https://www2.njss.info/organizations/proc/4727,2026-08-02,岐阜県,地方公共団体,0
東大阪市役所,11962,,,0,,https://www2.njss.info/organizations/proc/1733,2026-08-02,大阪府,地方公共団体,0
日本貿易振興機構(JETRO),11959,,,0,,https://www2.njss.info/organizations/proc/722,2026-08-02,東京都,国・省庁,0
東日本高速道路株式会社(NEXCO),11880,,,0,,https://www2.njss.info/organizations/proc/546,2026-08-02,東京都,国・省庁,0
農林水産省(MAFF) 九州農政局,11851,,,0,,https://www2.njss.info/organizations/proc/280,2026-08-02,熊本県,国・省庁,0
小平市役所,11784,,,0,,https://www2.njss.info/organizations/proc/4341,2026-08-02,東京都,地方公共団体,0
防衛省(MOD) 自衛隊中央病院,11772,,,0,,https://www2.njss.info/organizations/proc/1674,2026-08-02,東京都,国・省庁,0
延岡市役所,11738,,,0,,https://www2.njss.info/organizations/proc/4760,2026-08-02,宮崎県,地方公共団体,0
西尾市役所,11692,,,0,,https://www2.njss.info/organizations/proc/4626,2026-08-02,愛知県,地方公共団体,0
農林水産省(MAFF) 東北農政局,11683,,,0,,https://www2.njss.info/organizations/proc/281,2026-08-02,宮城県,国・省庁,0
三原市役所,11542,,,0,,https://www2.njss.info/organizations/proc/4682,2026-08-02,広島県,地方公共団体,0
大和市役所,11486,,,0,,https://www2.njss.info/organizations/proc/1669,2026-08-02,神奈川県,地方公共団体,0
東海国立大学機構 名古屋大学,11456,,,0,,https://www2.njss.info/organizations/proc/4768,2026-08-02,愛知県,国立大学,0
千代田区役所,11426,,,0,,https://www2.njss.info/organizations/proc/1791,2026-08-02,東京都,地方公共団体,0
酒田市役所,11377,,,0,,https://www2.njss.info/organizations/proc/4714,2026-08-02,山形県,地方公共団体,0
札幌医科大学,11375,,,0,,https://www2.njss.info/organizations/proc/5397,2026-08-02,北海道,国・省庁,0
豊島区役所,11227,,,0,,https://www2.njss.info/organizations/proc/1819,2026-08-02,東京都,地方公共団体,0
都市再生機構(UR),11226,,,0,,https://www2.njss.info/organizations/proc/456,2026-08-02,神奈川県,国・省庁,0
小松市役所,11119,,,0,,https://www2.njss.info/organizations/proc/4724,2026-08-02,石川県,地方公共団体,0
最高裁判所 東京高等裁判所 静岡地方裁判所,11107,,,0,,https://www2.njss.info/organizations/proc/3936,2026-08-02,静岡県,国・省庁,0
渋谷区役所,11095,,,0,,https://www2.njss.info/organizations/proc/1816,2026-08-02,東京都,地方公共団体,0
津山市役所,11060,,,0,,https://www2.njss.info/organizations/proc/4690,2026-08-02,岡山県,地方公共団体,0
伊東市役所,11005,,,0,,https://www2.njss.info/organizations/proc/4859,2026-08-02,静岡県,地方公共団体,0
札幌市役所 交通局,10982,,,0,,https://www2.njss.info/organizations/proc/4179,2026-08-02,北海道,地方公共団体,0
